,KI_b01_EW,KI_b01_EW_error,BJD,KI_b02_EW,KI_b02_EW_error,KI_b03_EW,KI_b03_EW_error,KI_b04_EW,KI_b04_EW_error,KI_b05_EW,KI_b05_EW_error,KI_b06_EW,KI_b06_EW_error,KI_b07_EW,KI_b07_EW_error,KI_b08_EW,KI_b08_EW_error,KI_b09_EW,KI_b09_EW_error,KI_b10_EW,KI_b10_EW_error,KI_b11_EW,KI_b11_EW_error,KI_b12_EW,KI_b12_EW_error,KI_b13_EW,KI_b13_EW_error,KI_b14_EW,KI_b14_EW_error,KI_b15_EW,KI_b15_EW_error,KI_b16_EW,KI_b16_EW_error,KI_b17_EW,KI_b17_EW_error,KI_b18_EW,KI_b18_EW_error,KI_b19_EW,KI_b19_EW_error,KI_b20_EW,KI_b20_EW_error,KI_b21_EW,KI_b21_EW_error,KI_b22_EW,KI_b22_EW_error,KI_b23_EW,KI_b23_EW_error,KI_b24_EW,KI_b24_EW_error,KI_b25_EW,KI_b25_EW_error,KI_b26_EW,KI_b26_EW_error,KI_b27_EW,KI_b27_EW_error,KI_b28_EW,KI_b28_EW_error,KI_b29_EW,KI_b29_EW_error,KI_b30_EW,KI_b30_EW_error,KI_b31_EW,KI_b31_EW_error,KI_b32_EW,KI_b32_EW_error,KI_b33_EW,KI_b33_EW_error,KI_b34_EW,KI_b34_EW_error,KI_b35_EW,KI_b35_EW_error,KI_b36_EW,KI_b36_EW_error,KI_b37_EW,KI_b37_EW_error,KI_b38_EW,KI_b38_EW_error,KI_b39_EW,KI_b39_EW_error,KI_b40_EW,KI_b40_EW_error,KI_b41_EW,KI_b41_EW_error,KI_b42_EW,KI_b42_EW_error,KI_b43_EW,KI_b43_EW_error,KI_b44_EW,KI_b44_EW_error,KI_b45_EW,KI_b45_EW_error,KI_b46_EW,KI_b46_EW_error,KI_b47_EW,KI_b47_EW_error,KI_b48_EW,KI_b48_EW_error,KI_b49_EW,KI_b49_EW_error,KI_b50_EW,KI_b50_EW_error,KI_b51_EW,KI_b51_EW_error,KI_b52_EW,KI_b52_EW_error,KI_b53_EW,KI_b53_EW_error,KI_b54_EW,KI_b54_EW_error,KI_b55_EW,KI_b55_EW_error,KI_b56_EW,KI_b56_EW_error
0,0.1068804904178692,0.00044716685460016774,2460336.8742279,0.16873960414390285,0.0005075550438903442,0.23617455105496676,0.0006341859540529467,,,0.3492211967224419,0.0007787941582644308,0.4010747562552204,0.0008817799407516378,0.4473612519391147,0.0009517543662380405,0.4909528698224608,0.001022249481347518,0.5319335403473788,0.0011148806531830224,0.570420941913223,0.0011801604983564268,0.6069375377435616,0.001243755096249238,0.6420072294881021,0.001327430375828595,0.6738760976473631,0.001387457577879208,0.702963598534098,0.0014476512172240151,0.7301535354051412,0.0015273149723682195,0.7554807517659524,0.0015844290151912075,0.779099321393296,0.001641075758127081,0.8025607014734526,0.0017147117230059143,0.8251800460175693,0.0017686608085018367,0.8456448401370026,0.0018215450343180746,0.8649795702515068,0.0018907455806060514,0.8834904510932698,0.0019420026464799143,0.9015258528320296,0.0019923392821000188,0.9183438379232398,0.002058236083059498,0.9347963501427422,0.0021057934815091983,0.9515862720025213,0.0021529606898423007,0.9684044846237867,0.002214326063212771,0.9862935909312738,0.0022577565086900025,1.0042031326850815,0.002300492661495489,1.0211375626981471,0.002357934550236545,1.036639115483201,0.002400714967953273,1.0523707285184793,0.002444255664139063,1.0681055098388401,0.0024994104825777287,1.082916050275041,0.0025399582186281557,1.097174164067823,0.0025799014937038633,1.1103878928055178,0.0026334481176476816,1.12397588108702,0.0026738141711156976,1.138521690890228,0.002712176352521878,1.152652007216856,0.002763426262020032,1.1651315620548828,0.002801597089074616,1.1757197997093651,0.002839420525362986,1.1837245891441344,0.0028906903861464156,1.191957602219881,0.0029278826917597226,1.2021279448439115,0.0029644798677511044,1.21416008012343,0.0030122508214089237,1.2274736858270163,0.00304697881955505,1.2391389057901716,0.0030811634271071197,1.2479761630637456,0.0031289320838620255,1.2550943459046144,0.0031643921849697602,1.259802727676289,0.0032009839152847062,1.2640504496316642,0.0032486865907877314,1.2676958624693375,0.003284162484342912,1.2721302132086567,0.0033190558406616935,1.2778756398948623,0.0033649116367982022,1.2852601124365335,0.003397957233018591,1.2938755383456395,0.0034315367363287747
1,0.10781539557528647,0.0004026211050303614,2460342.86633252,0.16982720040796118,0.0004612416738626403,0.23664784916169077,0.0005822652721702607,0.29542683628225935,0.0006506104033266119,0.34970457835972485,0.0007215475282884369,0.40164941069105425,0.0008213771270137949,0.44841431929303144,0.000887128975979787,0.4920923507939351,0.0009534654970714043,0.5337074290565813,0.0010407373057536096,0.57257476969271,0.0011011441851198397,0.609870042635712,0.0011604309240359546,0.6445773459707795,0.0012383982444681921,0.6767800298846427,0.0012954451853896315,0.7057562692901987,0.001351725307559085,0.7329960324720826,0.0014251126042693634,0.7584118493986688,0.0014798143076417847,0.7825995682335926,0.0015331033211929655,0.8056223178804839,0.0016032578746941629,0.8272833454151689,0.001653683947406318,0.8478574006898256,0.0017026907485902833,0.8679591483742006,0.0017684106391752895,0.8869044741152204,0.0018164973634631452,0.9052366374129254,0.0018632554191281446,0.9230231570057232,0.0019247211122859174,0.9403702398799222,0.0019697996298439968,0.957050035726197,0.0020133530981914674,0.9741511269464858,0.0020704308547772683,0.9911253948509621,0.0021128796327554845,1.008578853448127,0.002153497507654003,1.02519503464349,0.00220790121923294,1.041634314164921,0.0022471185440562924,1.0576647382694746,0.002286135365104483,1.0740392176683073,0.002338097193874619,1.0896607074119058,0.0023754160682159958,1.1040569431318998,0.002414022463647834,1.1177705297748408,0.0024638858760315475,1.1312341143012672,0.002500522070342976,1.1446281770172468,0.0025361103347059564,1.1582294047496389,0.0025840226663681677,1.1703523649638639,0.002620064739783326,1.1808541521262568,0.0026559051699714636,1.1895363036666944,0.002703515034679114,1.198102211152667,0.0027385042830768377,1.2082508246549404,0.002772312780689754,1.220555574878028,0.002816600172817657,1.2324709770140885,0.0028485139676471343,1.2444999474321958,0.0028805495382217714,1.2538903147741562,0.00292504743176618,1.2607210338296881,0.0029581704383630295,1.2652203688562764,0.002991509873740068,1.26982163439371,0.003036156622133474,1.2741822697957732,0.0030696045413308617,1.2781722262664788,0.0031032038205169124,1.2840985999586152,0.003145836607251853,1.2904240621802883,0.0031769131321873014,1.2988304975913154,0.0032073118844593907
2,0.10719223963995031,0.00031017807232060305,2460346.88486276,0.1700510964736254,0.00035866575080449516,0.2367714538269044,0.0004565653124454152,0.29491384748413035,0.0005157142344701242,0.34999711600580335,0.0005786391820604825,0.4020192956147857,0.0006617981213029976,0.4474682952419564,0.0007180839047023017,0.4901635577826323,0.0007730965897287045,0.5309240182287824,0.0008454147226006006,0.5701795804217904,0.0008955020888844755,0.6068118546001965,0.0009451809076786182,0.6419396320294495,0.001009323038699251,0.6734371669214573,0.0010561178945739586,0.7031000653702059,0.0011019556604729259,0.7310479657881301,0.001163238337100548,0.7557950524151773,0.0012077262892433397,0.7802130923049296,0.001251086927177003,0.8026227538603683,0.0013076259327418735,0.8230525247682656,0.00134916067377906,0.8435223255471985,0.0013898332726807903,0.8631950520958065,0.0014431835532716607,0.8821924528643207,0.0014822464243681084,0.9006681946093514,0.0015204063575295806,0.9181831438162997,0.0015706979380554719,0.9341950888144742,0.001607893180717162,0.9514367469041568,0.0016445644504168718,0.9682823601965936,0.0016908003166328143,0.985972574534112,0.0017241798399954904,1.0042767970593427,0.0017571250641704862,1.0206978801254918,0.001801406848104154,1.036527135779462,0.0018335112764837726,1.0521450569238926,0.0018652753984986037,1.067309777887155,0.0019075101506406224,1.0818387988040887,0.0019380871681276128,1.097387250982021,0.0019685098333246712,1.112508497607958,0.0020091605789154922,1.126333713071834,0.002038958260923794,1.140803186642917,0.0020686632579578258,1.1544036899080985,0.0021074996429434815,1.1663464087239068,0.002136254594401635,1.175673454032363,0.002165317286977908,1.18448545027563,0.002204241256461142,1.193597530101098,0.0022335756579322944,1.2044252506807203,0.0022608392339289454,1.2172376006963894,0.002296857469964413,1.2298251695638418,0.0023226884490327366,1.242391620707307,0.002348465660250708,1.2524777949746468,0.002384353657656614,1.2589622725125607,0.0024113393596717726,1.2632165603107521,0.0024391872774316863,1.268184338652075,0.00247547713727599,1.2719766969061408,0.002502267543031516,1.2758609219364114,0.0025285548656633666,1.280468068701969,0.0025634449425411695,1.2866379913480963,0.0025885318220673663,1.2946897295764392,0.0026133593824020805
3,0.1064276225893357,0.00030465896082773446,2460350.86621862,0.16842947542385805,0.0003484601902942397,0.23545010973196973,0.000440014212896939,0.2936805090412087,0.0004935411411976364,0.3486329856318269,0.0005485148178283415,0.4004999533841379,0.000625384088117656,0.44711968199242735,0.0006781844824980941,0.49109621772212203,0.0007295240286927424,0.5328914533039782,0.0007974172007203613,0.5714454574670936,0.0008454432695321979,0.6079209833987406,0.0008923359337270996,0.6434165311061122,0.0009536363015649545,0.6760710818356735,0.0009980206606005821,0.7057153243031601,0.0010423342875859267,0.7327967055608795,0.0011021155932304137,0.7582679631478352,0.0011446137755888864,0.7832282888397178,0.001186026489736263,0.806293256368678,0.0012414696357747584,0.8286697662902188,0.0012806397814860261,0.8500449003337511,0.0013206061938906624,0.8704893184445341,0.0013714650350002452,0.889199343437576,0.0014088731863718612,0.9060094239983464,0.0014460726982187542,0.9233580083617156,0.001494063957465909,0.9393001326634993,0.0015295122156165494,0.9558065974883991,0.0015639163252667296,0.9724429678506835,0.001609079945925239,0.9894185750419917,0.0016417521751431728,1.0070032970358422,0.00168479522583678,1.0239790326843936,0.0017161825993627393,1.0395097652257024,0.0017475219695046627,1.0545764072710742,0.0017892174631407496,1.0700010182305348,0.0018193668954169045,1.0849130356078103,0.0018490691120242268,1.0997181637659659,0.0018886810998835287,1.1137132486283916,0.0019176066237163944,1.127548250331242,0.001946062090172852,1.1413006357814834,0.001984139542900331,1.1549014396237927,0.0020117150864861627,1.1675072176704986,0.002039201155657246,1.1775956929806763,0.0020768722017795427,1.1859080894626297,0.0021048782298940328,1.19445176858554,0.0021323425221232667,1.2036654853711353,0.002168647177292769,1.2160032288475056,0.002193993802008271,1.2283259516787124,0.0022189789033838473,1.2400794621095101,0.0022529701061203126,1.249086744229596,0.0022785800840890973,1.2556558861973226,0.0023047305942622276,1.2600764096378185,0.002339619961487093,1.2641255473500062,0.0023653032748764315,1.2679611914143485,0.0023908168343354575,1.2736434883821282,0.002424217422011501,1.2792530379517808,0.002448596857756425,1.28624788321291,0.002480898707339854,1.2941508701395663,0.002504032255633159
4,0.10576060650615793,0.0004068296515894626,2460353.84908054,0.1668133273397474,0.0004703453450471778,0.23411148634736906,0.0005911954758357307,0.29335550967744656,0.0006600211491407858,0.3474268021331321,0.0007325757747202767,0.39951597513683434,0.0008313376525521256,0.4462224424353402,0.0008997001440125708,0.489645479095576,0.0009660818460930714,0.531484248164219,0.0010552369078965609,0.570829674092809,0.0011174734014880645,0.6073123061149445,0.0011765875189407317,0.6431176773444491,0.001256695027477322,0.6753071479066691,0.001313621913790153,0.7045486658082903,0.001370810076395075,0.7326799730718558,0.001445903188343163,0.7580416434246896,0.0014999701394438677,0.7817501485662988,0.0015534723102519426,0.8049235499864278,0.0016234073515172327,0.8271153004621057,0.0016751831850201943,0.8478625702816448,0.0017253322711937918,0.8680240523698968,0.0017914254383211696,0.8863233399960625,0.0018400818108193727,0.9043204339260005,0.0018872050997080633,0.9222715232051133,0.0019494301263913976,0.9395540075614178,0.0019948511783651826,0.9562279400560496,0.0020391805233085218,0.9738090008501148,0.0020976342399295243,0.9917134769431514,0.0021389304185381007,1.0102682637978015,0.0021810194117502903,1.0263771066266094,0.002234642608660996,1.0426650047974677,0.002274149617063145,1.0588209358416376,0.0023132070157147783,1.0742864958556115,0.0023661398443381703,1.089870699771678,0.002404655466232312,1.1046351968711712,0.0024432085436679263,1.118549281042438,0.00249399389726576,1.132325616934648,0.002530064735892268,1.1460130168343667,0.002566441543018526,1.1594551628876166,0.0026149400731592764,1.1718622394462797,0.002651918498518895,1.1828184903419197,0.0026876481403555422,1.1908462806292421,0.0027360643982187955,1.1997449402129738,0.0027715852863056203,1.209877745800522,0.00280548249616534,1.2215235550747656,0.0028503144169457198,1.2348067310866688,0.002882634061383097,1.2460274708181782,0.002914959599548625,1.2554933491243019,0.002959451011756911,1.2617931983738586,0.002993001169057164,1.266168234068349,0.003027235139871056,1.2704034240995234,0.003072280203809508,1.2736222178820726,0.003105868343725101,1.2781483420689272,0.003139397732057681,1.2828821855431691,0.0031828367092713024,1.2902348808723842,0.0032142787209760086,1.2984084889569574,0.0032451045447333725
5,0.1059317038481868,0.00024005344007095746,2460357.338524715,0.16714896582195526,0.000274627688897528,0.233766477139943,0.0003345356942952265,0.29258498874566796,0.00039034230467688654,0.3474999771335102,0.0004343294120815974,0.4000071823778951,0.0004857517703515207,0.4469210398530338,0.0005363882762786531,0.4906703343964765,0.0005766357195920821,0.5333566705136026,0.0006228643705190268,0.5727426387691184,0.0006681540639316747,0.6104810470945341,0.0007045815813877385,0.6460752485579686,0.0007456688287410172,0.6789518329052353,0.0007872458037155365,0.7088753832182646,0.0008218691744083099,0.7369137866212863,0.0008616133571680996,0.7627913933564487,0.0009016587459636888,0.787690112091574,0.0009339530846950885,0.8116294373397172,0.000970370506625001,0.8335975970849068,0.0010068582892442022,0.8544820874988706,0.001037084031903153,0.8746989950016963,0.0010714676375340913,0.8934754764942019,0.0011059462453004087,0.9115502361744473,0.0011343768107354836,0.9291239384696894,0.0011667403228918535,0.9464428740145605,0.001199249935876488,0.9640718092533149,0.0012261107654340992,0.9808822099087073,0.0012560155149859927,0.9987240593883235,0.0012859447131008716,1.016229259226725,0.001310472395847177,1.034206878114698,0.0013385213998826848,1.0502116891333613,0.0013673565756251401,1.0655975022216793,0.001391127580224894,1.081666181333688,0.0014181003381987856,1.0971814419380825,0.0014454775889277344,1.1116010630019364,0.0014682555429783443,1.125344656166055,0.0014945164170722825,1.1382621200833936,0.0015209236142218654,1.152270025655345,0.001542836618890521,1.165278168508601,0.0015679209751840355,1.177247912415574,0.0015940306482433834,1.1872857970020259,0.0016158520919661006,1.196107836550257,0.0016409330447448892,1.2043144139094468,0.001666327468720176,1.2148783562144825,0.001687079516201355,1.2264526748103943,0.0017102941758546592,1.2394757105206655,0.0017338001168220884,1.2513881406866108,0.0017534255798664748,1.260623404788081,0.0017766849359858985,1.2668086962120697,0.0018010393481680351,1.2717425816744043,0.0018213506072259158,1.2762001473912288,0.0018447707812271291,1.280072410327512,0.0018686180657210474,1.2844735141717603,0.0018881719020608792,1.28968821114668,0.0019109584340347896,1.2962818014783761,0.001933481669409974,1.3041600063057066,0.0019520296660123075
6,0.1065352707329662,0.0002840824111888854,2460362.77632561,0.16819055129320792,0.00032657382816762154,0.23437452861609714,0.0004138869871049181,0.2939111596303667,0.0004641992532655128,0.3479573057961947,0.0005173730281151475,0.4014484290234726,0.0005902266644279185,0.4493785972026236,0.0006401072084543431,0.4939432647557651,0.0006890285273943177,0.5376121067776455,0.0007534200200400375,0.5774196329826805,0.0007987252625005648,0.6147276475181962,0.0008426424689287396,0.6502759611509664,0.0009011673157016696,0.6822094925086991,0.000943423881243297,0.7116067035434136,0.0009858195143769152,0.7383431419921183,0.0010418940955153528,0.7654647838387815,0.0010826286082647031,0.7899790713205743,0.0011232744940979362,0.8144602344724463,0.0011749084032091465,0.8365128397827802,0.001212665975821671,0.8579221356305146,0.0012499171503221258,0.8782173801505337,0.0012990369529659522,0.8972617868235288,0.0013341400141693208,0.9146568954745808,0.0013685479495533402,0.9324143031735994,0.0014136588657903157,0.9498257682495894,0.0014464926457162987,0.9665238680484519,0.001478947090901317,0.9836198749963518,0.0015213637932153118,1.0022152182100301,0.0015522432704266967,1.0202248863717187,0.0015929789642012888,1.0384082359167675,0.0016227717368184184,1.0550911003977441,0.001652119548454254,1.0708187957348956,0.0016910956962289338,1.0870618240278755,0.0017191866451683811,1.1029887039327702,0.0017470485923988628,1.1176886097983016,0.00178458526018008,1.1320273525579925,0.0018120298274071508,1.1447321412230829,0.0018391830451650938,1.1584099079473467,0.0018754598112277407,1.1725723543384832,0.001901652633783211,1.184174924520381,0.0019279269077161745,1.1931961284264498,0.0019635284300482457,1.2020415928611385,0.001990007068590525,1.210380627397652,0.002016055748416374,1.2203087707449491,0.002050175261466465,1.2310931303047745,0.002074185672789985,1.245947089656589,0.002098070212720604,1.2578712541846422,0.0021301014500529083,1.2665351103415068,0.002154826557755765,1.271791821373231,0.0021789836945963494,1.2767825379308113,0.0022120867160753967,1.280110294109181,0.0022363041914086105,1.2850330591822026,0.002260311398303997,1.2885820685190885,0.0022923798465022144,1.2945993816860168,0.0023153901612139307,1.3001035777153955,0.0023462736439572524,1.3089742271505638,0.0023681443166494644
7,0.1046877722388141,0.0003054215798214837,2460365.86095452,0.1653093827738532,0.0003502688738351976,0.2318778148466778,0.00044186169066961806,0.2908439772218718,0.0004954436866177879,0.34614899034655106,0.00055186654403671,0.39896484242713737,0.000629740056169071,0.4464697332331011,0.0006831922103244345,0.4910785702290228,0.0007351499719666116,0.5334479232937372,0.0008045775942192893,0.5736193284403801,0.0008530065347427903,0.6113729849707389,0.0009004005942730171,0.6475495531811066,0.0009624497348560073,0.679890546998613,0.0010075851342570379,0.710467175014217,0.0010525617874776903,0.7392059409528967,0.001111359348727642,0.766645861741452,0.0011559070771895265,0.7917495046686875,0.0011990357745168146,0.8148519384156083,0.0012534866571058292,0.8366597906194793,0.0012931326170929438,0.8587232062079085,0.0013324476342392985,0.8790300440293192,0.0013849822756423992,0.8976893444441322,0.0014230197066794682,0.9149474629329902,0.0014598381324699113,0.9315879192144676,0.0015083546845233542,0.9487340874845996,0.0015438600559855174,0.9655369753312876,0.0015783327004638278,0.983970897865196,0.0016236046798361388,1.0010644248897687,0.001655955521035476,1.0196920752460117,0.0016990485595293498,1.0363190466811254,0.001730538957042073,1.0524419360814132,0.0017621895461247235,1.0684863157323394,0.0018040240050899818,1.08447772679639,0.0018342346398307707,1.0997513028539505,0.001864404759298914,1.113922947359656,0.0019045589817638018,1.1278438594353992,0.001934057836396166,1.1404558546146546,0.0019630658466142183,1.1532394153848446,0.0020013825770924445,1.1657506424512976,0.0020291947583906535,1.1776395190677986,0.0020571848659753384,1.1876584782680486,0.0020951051734124032,1.1962329762008346,0.0021235358494795594,1.2055842940348485,0.0021515303995992153,1.2160196388659557,0.002187784737230763,1.2288053704604196,0.0022134963937739606,1.242090545023468,0.002238440829878268,1.254831123748194,0.0022733782076112524,1.2633363475557164,0.002299193403250604,1.2696905941925967,0.002325023437663385,1.2745013413865496,0.002360228823242834,1.2787278290002622,0.002386175519995987,1.2826530489160985,0.002412010913919756,1.2866837975063306,0.002446177751363834,1.2919160751816134,0.0024707381408026734,1.299020860763403,0.00249468374275282,1.30597052955813,0.002526745514929352
8,0.1045149257375799,0.0005093359557729985,2460367.77480499,0.16573498476682663,0.0005854802838895817,0.23257197575451471,0.0006889538196228892,0.2918690902523998,0.0008336747809596896,0.346900812122885,0.000927157147738312,0.3997008036128955,0.001019690487449298,0.447588611141981,0.0011437439811832772,0.4925804050843207,0.001228896020240491,0.5363139093194341,0.0013136956228809906,0.5764692167723002,0.0014223073337486724,0.6142864412111819,0.001497452944351541,0.6510852974127461,0.0015715940192480293,0.6840833166991109,0.001670892996539723,0.7150755370900803,0.0017429798341539696,0.7435181323423641,0.0018137626455108872,0.7696882959201973,0.001906055153848535,0.7949174766156535,0.001975155502234145,0.8192137017517456,0.0020429884623396457,0.841630041265141,0.0021285607549905833,0.8626478885880416,0.0021924136812055926,0.8834747940432148,0.0022536328505374566,0.903435094050303,0.0023339965672608117,0.9220072675625267,0.0023935537478590387,0.9405684946325219,0.0024513660260330073,0.9582512194892305,0.0025275620955724056,0.9756263575657484,0.0025820092879669985,0.9935776379824997,0.0026360101568404706,1.0117444108502127,0.0027060372092734815,1.0300859447377149,0.0027568073358096366,1.0475327055445924,0.002807867880391368,1.0639918784417706,0.0028749454207026887,1.0796250673270653,0.0029234103602247983,1.0956190510899273,0.0029719061325788458,1.1112563584775823,0.0030369092953655536,1.1263942568713805,0.0030841072443197753,1.1402575866779066,0.003131384873721839,1.153621544661842,0.003193888587328882,1.1674388438720418,0.003239631982529456,1.1804916880202418,0.0032833481898868456,1.1925854079050666,0.003343500180098356,1.2021661854741927,0.0033881135961322502,1.2115762039540883,0.0034328201473233237,1.2206723209489043,0.003491775448394568,1.2301476357302576,0.003534257967600895,1.2424787152033603,0.0035752044961094,1.2562481647793682,0.003630275842474388,1.2685004195460476,0.003670170086858437,1.2782139693139158,0.0037113405927126507,1.2859045466234345,0.0037671256453494146,1.2909359588244582,0.0038097388536251346,1.2953889918711359,0.0038508686607608353,1.2999746344515635,0.0039060378115766676,1.3051279138369254,0.003946540101776352,1.311287865721958,0.0039853829128208874,1.3184624839099073,0.004039197873432264,1.326869008625398,0.004077360671503894
9,0.10505505152603697,0.00031962670692086645,2460370.83224195,0.16586305315315508,0.00037065827782483296,0.2323653860206912,0.00043750093805508094,0.29090997706815236,0.0005320958605318386,0.346175622322285,0.0005952105341694771,0.3985324819527126,0.0006571194703421171,0.4467672061210906,0.0007387522890298934,0.4910288768423722,0.0007958880258194767,0.5339914348959414,0.0008513002693386901,0.5743724360723361,0.0009224460581101165,0.6124324121114549,0.0009730792086778234,0.6487975932455633,0.0010229307640518648,0.6825772667153897,0.0010894045338355489,0.713060299149764,0.0011378047527959515,0.7416877710310502,0.0011848451904838833,0.7679958902098213,0.0012463147495186285,0.7926376063673262,0.0012922945439094854,0.8162677303671949,0.0013367418894956126,0.8387849821031969,0.0013940478813455593,0.8601908466534772,0.0014361917864495796,0.8800670071662735,0.0014775655770913757,0.8988832148840582,0.0015318107485830278,0.916885907834948,0.0015713338041927036,0.9345404541025786,0.0016104209729943463,0.9522487670123082,0.0016613014777873052,0.9690333700587848,0.0016982913943781226,0.986332331512773,0.001734528981814093,1.0040071351542068,0.001781692239301953,1.0211491461695439,0.001815436684606285,1.0386931210407635,0.0018490669822073338,1.0547308574438887,0.0018941223450115513,1.0707215225071571,0.0019269031970207205,1.0869238207238137,0.0019590918145125083,1.102182313804595,0.0020016607149453093,1.1178658816032392,0.00203283729145251,1.1319198310972407,0.002063762773151184,1.1464290408539368,0.0021054743953930204,1.160096773011937,0.0021361743681837307,1.1730740152033658,0.0021657019946855565,1.184962751983251,0.002205545910819673,1.194648905456618,0.0022353178585493303,1.2027285258598526,0.002265356612847947,1.2115876773055074,0.002304870401273443,1.2219465874638644,0.0023333400620552136,1.233442637215387,0.0023607457705204513,1.2461906899796054,0.0023974804803043944,1.2578477320962438,0.0024242715557841457,1.2669318280383723,0.0024517941838633787,1.2740049796743342,0.0024893100952764246,1.2796414736123218,0.002517955272254118,1.2847797047292526,0.0025454704122276177,1.288972881515296,0.0025823210655840615,1.2941995413685445,0.0026093293649736807,1.2994328806941444,0.002635554637655125,1.305706391032368,0.0026716892592627294,1.3129196652690183,0.0026971936987805803
